id,attribute,original,prediction,difference
a25,L,63.29666666666666,63.60739,0.31072469075521525
a31,L,71.44,69.49567,1.9443334960937477
a19,L,86.42666666666666,81.00425,5.422417093912756
e35,L,85.78666666666668,77.38837,8.398299967447926
e21,L,76.24,68.12954,8.110460510253901
e20,L,68.41666666666667,67.22791,1.1887537638346402
e34,L,73.67999999999999,74.60118,0.9211810302734449
a1,L,86.61666666666667,80.2817,6.3349665323893305
a18,L,79.57666666666667,73.504524,6.072142435709637
a30,L,56.95333333333334,64.14137,7.188039347330722
a24,L,67.38666666666667,66.701,0.685670267740889
a32,L,65.61,66.88629,1.2762915039062506
a26,L,65.42,65.97072,0.5507183837890608
a3,L,87.38666666666666,80.76506,6.6216062418619686
e22,L,77.05,77.238754,0.18875427246094034
e36,L,85.0,75.673744,9.326255798339844
e37,L,61.63999999999999,74.08315,12.4431527709961
e23,L,74.62,77.04067,2.420672302246089
a2,L,84.80666666666667,79.737236,5.069430643717453
a27,L,69.46666666666665,62.482197,6.984469858805326
a33,L,58.373333333333335,65.02302,6.649684549967446
a6,L,75.86333333333333,67.0203,8.843031514485673
a37,L,74.75666666666666,68.91549,5.841177469889317
a23,L,65.86666666666666,66.21784,0.3511754353841212
e27,L,66.70666666666666,74.47994,7.77327565511068
e33,L,79.98666666666666,75.17608,4.810587870279946
e32,L,71.23666666666666,75.001526,3.7648592122395854
e26,L,62.57333333333333,75.98642,13.413086344401044
a22,L,69.13333333333333,73.57687,4.443540445963549
a36,L,73.44,70.807846,2.6321539306640602
a7,L,83.52,76.2425,7.277499694824215
a5,L,67.70666666666666,67.54012,0.1665436808268197
a20,L,82.02999999999999,80.31085,1.719147949218737
a34,L,58.52666666666667,64.01524,5.488576863606767
e18,L,73.40333333333334,64.827,8.57632985432943
e30,L,63.74666666666667,76.692764,12.946097615559893
e24,L,73.91333333333333,76.08459,2.171253763834642
e25,L,69.44666666666667,75.46967,6.023006490071609
e31,L,55.15333333333333,74.22169,19.068353983561202
e19,L,81.01333333333334,66.185745,14.827588094075523
a35,L,86.50333333333333,77.89866,8.604674580891924
a21,L,61.276666666666664,63.307762,2.03109547932943
a4,L,70.25,78.92819,8.678192138671875
a46,L,70.25333333333333,72.45491,2.201576944986982
a52,L,54.803333333333335,60.52787,5.724536844889322
a85,L,64.82333333333334,64.40488,0.4184566243489627
a91,L,55.336666666666666,61.349957,6.013289845784506
e56,L,85.43333333333332,78.31133,7.122000630696604
e42,L,52.87,74.02756,21.157557373046878
e81,L,74.49,63.121243,11.368757476806636
e80,L,66.11,63.05752,3.05247817993164
e43,L,83.08666666666666,76.54733,6.539333902994784
e57,L,87.79666666666667,77.54393,10.25273661295573
a90,L,81.57,73.95052,7.619476623535149
a84,L,86.02333333333333,79.27243,6.750902913411451
a53,L,58.843333333333334,63.498463,4.655129343668619
a47,L,72.31666666666666,69.09296,3.223710123697913
a51,L,63.59666666666667,61.864212,1.7324546305338586
a45,L,56.656666666666666,64.21408,7.557414143880209
e8,L,85.93333333333334,69.36151,16.571822102864587
a79,L,63.49333333333334,65.1459,1.6525635782877544
a92,L,76.88333333333333,71.35267,5.5306645711262945
a86,L,61.96333333333333,62.89907,0.9357374064127626
e41,L,54.60666666666666,74.202545,19.595878499348963
e55,L,78.96999999999998,78.0534,0.9166018676757659
e69,L,84.98333333333333,76.25691,8.726421101888022
e82,L,57.306666666666665,61.82433,4.517662709554038
e83,L,54.98,62.701077,7.7210765075683625
e68,L,82.46,69.786514,12.673485717773431
e54,L,58.00666666666666,63.70929,5.702622884114589
e40,L,65.44333333333334,75.817474,10.374141031901033
a87,L,52.086666666666666,60.904713,8.818046010335287
a93,L,55.300000000000004,61.56321,6.263209533691402
